Send,SORT,Sender,Recipient,time,SenderLocation,LATITUDE,LONGITUDE,RecLocation,RecLat,RecLong,URL,
Not,2447,Whitman; Thomas Jefferson,Whitman; Walt,1882-10-29,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.00477.html,
Not,2448,Burroughs; John,Whitman; Walt,1882-10-29,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.01142.html,
Not,2449,Rolleston; T.W.H.,Whitman; Walt,1882-10-29,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05144.html,
Whitman,2450,Whitman; Walt,Gilchrist; Anne,1882-10-30,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/pml.00053.html,
Whitman,2451,Whitman; Walt,O'Connor; William D.,1882-10-31,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00451.html,
Not,2452,Schmidt; Rudolf,Whitman; Walt,1882-11-03,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03748.html,
Not,2453,Heywood; Ezra H.,Whitman; Walt,1882-11-05,,,,,,,,
Whitman,2454,Whitman; Walt,White; William Hale,1882-11-06,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.04855.html,
Not,2455,Bucke; Richard Maurice,Whitman; Walt,1882-11-09,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05147.html,
Whitman,2456,Whitman; Walt,Dowden; Edward,1882-11-10,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00452.html,
Whitman,2457,Whitman; Walt,O'Connor; William D.,1882-11-12,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00453.html,
Whitman,2458,Whitman; Walt,Knortz; Karl,1882-11-14,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/uva.00443.html,
Whitman,2459,Whitman; Walt,Sanborn; Franklin B.,1882-11-14,"Camden, NJ",39.94525146,-75.119133,"Concord, MA",42.46030045,-71.34851837,https://whitmanarchive.org/biography/correspondence/tei/mas.00002.html,
Whitman,2460,Whitman; Walt,Knortz; Karl,1882-11-15,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/uva.00445.html,
Not,2461,Dowden; Edward,Whitman; Walt,1882-11-21,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.01500.html,
Not,2462,Gilchrist; Anne,Whitman; Walt,1882-11-24,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05145.html,
Whitman,2463,Whitman; Walt,Kennedy; William Sloane,1882-11-28,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/duk.00771.html,
Whitman,2464,Whitman; Walt,Unidentified Correspondent,1882-11-28,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/ucl.00003.html,
Whitman,2465,Whitman; Walt,Gilder; Jeannette L.,1882-12-07,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/mid.00021.html,
Whitman,2466,Whitman; Walt,Rolleston; T.W.H.,1882-12-10,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/prc.00078.html,
Not,2467,Bucke; Richard Maurice,Whitman; Walt,1882-12-10,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05168.html,
Whitman,2468,Whitman; Walt,O'Connor; William D.,1882-12-14,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00469.html,
Whitman,2469,Whitman; Walt,Burroughs; John,1882-12-15,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/pri.00036.html,
Not,2470,de Kay; Charles,Whitman; Walt,1882-12-16,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.01425.html,
Whitman,2471,Whitman; Walt,O'Connor; William D.,1882-12-17,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00470.html,
Whitman,2472,Whitman; Walt,Child; Josiah,1882-12-17,"Camden, NJ",39.94525146,-75.119133,"London, GBR",51.50642014,-0.127210006,https://whitmanarchive.org/biography/correspondence/tei/loc.01270.html,
Not,2473,O'Connor; William D.,Whitman; Walt,1882-12-18,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03069.html,
Not,2474,O'Connor; William D.,Whitman; Walt,1882-12-19,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03068.html,
Not,2475,Leggett; Elisa S.,Whitman; Walt,1882-12-19,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00667.html,
Whitman,2476,Whitman; Walt,Gilder; Jeannette L. and Joseph B.,1882-12-21,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00471.html,
Not,2477,Rolleston; T.W.H.,Whitman; Walt,1882-12-26,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05151.html,
Whitman,2478,Whitman; Walt,O'Connor; William D.,1882-12-27,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00472.html,
Not,2479,Macaulay; G.C.,Whitman; Walt,1883-01-09,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03102.html,
Whitman,2480,Whitman; Walt,Marsh; Edward Sprague,1883-01-11,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/yal.00118.html,
Whitman,2481,Whitman; Walt,O'Connor; William D.,1883-01-13,,,,,,,,
Whitman,2482,Whitman; Walt,Gilder; Jeannette L. and Joseph B.,1883-01-25,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/uch.00007.html,
Whitman,2483,Whitman; Walt,Stafford; Harry,1883-01-30,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00473.html,
Whitman,2484,Whitman; Walt,Stafford; Susan,1883-01-30,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03998.html,
Not,2485,Young; John Russell,Whitman; Walt,1883-02-03,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.04888.html,
Whitman,2486,Whitman; Walt,Gilder (?); Jeannette L. and Joseph B.,1883-02-06,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/owu.00053.html,
Whitman,2487,Whitman; Walt,Burroughs; John,1883-02-09,"Camden, NJ",39.94525146,-75.119133,"Esopus, NY",41.82672119,-73.9679718,https://whitmanarchive.org/biography/correspondence/tei/loc.01146.html,
Whitman,2488,Whitman; Walt,O'Connor; William D.,1883-02-17,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00474.html,
Whitman,2489,Whitman; Walt,O'Connor; William D.,1883-02-19,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00475.html,
Not,2490,O'Connor; William D.,Whitman; Walt,1883-02-20,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03070.html,
Whitman,2491,Whitman; Walt,O'Connor; William D.,1883-02-21,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00476.html,
Whitman,2492,Whitman; Walt,O'Connor; William D.,1883-02-23,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00477.html,
Whitman,2493,Whitman; Walt,O'Connor; William D.,1883-02-23,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00478.html,
Not,2494,Smith; Robert Pearsall,Whitman; Walt,1883-02-23,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.04533.html,
Not,2495,Burroughs; John,Whitman; Walt,1883-02-25,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/upa.00010.html,
Whitman,2496,Whitman; Walt,Burroughs; John,1883-02-26,"Camden, NJ",39.94525146,-75.119133,"Esopus, NY",41.82672119,-73.9679718,https://whitmanarchive.org/biography/correspondence/tei/yal.00430.html,
Whitman,2497,Whitman; Walt,Gilchrist; Anne,1883-02-27,"Camden, NJ",39.94525146,-75.119133,"London, GBR",51.50642014,-0.127210006,https://whitmanarchive.org/biography/correspondence/tei/loc.02154.html,
Whitman,2498,Whitman; Walt,Stoddart; Joseph M.,1883-03-06,"Camden, NJ",39.94525146,-75.119133,"Philadelphia, PA",39.95222092,-75.16217804,https://whitmanarchive.org/biography/correspondence/tei/loc.04668.html,
Whitman,2499,Whitman; Walt,O'Connor; William D.,1883-03-09,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00479.html,
Not,2500,O'Connor; William D.,Whitman; Walt,1883-03-10,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03276.html,
Whitman,2501,Whitman; Walt,O'Connor; William D.,1883-03-11,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00480.html,
Whitman,2502,Whitman; Walt,Burroughs; John,1883-03-12,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00656.html,
Not,2503,Bucke; Richard Maurice,Whitman; Walt,1883-03-12,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05169.html,
Whitman,2504,Whitman; Walt,O'Connor; William D.,1883-03-14,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00481.html,
Not,2505,Proudfit; D.L.,Whitman; Walt,1883-03-14,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05906.html,
Not,2506,O'Connor; William D.,Whitman; Walt,1883-03-14,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/syr.00021.html,
Whitman,2507,Whitman; Walt,O'Connor; William D.,1883-03-15,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00482.html,
Not,2508,O'Connor; William D.,Whitman; Walt,1883-03-15,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/syr.00022.html,
Not,2509,O'Connor; William D.,Whitman; Walt,1883-03-16,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03277.html,
Whitman,2510,Whitman; Walt,O'Connor; William D.,1883-03-16,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00483.html,
Not,2511,O'Connor; William D.,Whitman; Walt,1883-03-17,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05678.html,
Whitman,2512,Whitman; Walt,O'Connor; William D.,1883-03-18,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00484.html,
Not,2513,Bucke; Richard Maurice,Whitman; Walt,1883-03-18,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00704.html,
Not,2514,O'Connor; William D.,Whitman; Walt,1883-03-19,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03279.html,
Not,2515,Bucke; Richard Maurice,Whitman; Walt,1883-03-20,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00703.html,
Not,2516,Bucke; Richard Maurice,Whitman; Walt,1883-03-20,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00705.html,
Not,2517,Sierra Grande Mining Company,Whitman; Walt,1883-03-20,,,,,,,,
Not,2518,Knapp; Albert G.,Whitman; Walt,1883-03-25,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.02588.html,
Whitman,2519,Whitman; Walt,O'Connor; William D.,1883-03-25,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00485.html,
Whitman,2520,Whitman; Walt,Janson; Kristofer N.,1883-03-26,"Camden, NJ",39.94525146,-75.119133,"Minneapolis, MN",44.97903061,-93.26493073,https://whitmanarchive.org/biography/correspondence/tei/uva.00446.html,
Not,2521,Bucke; Richard Maurice,Whitman; Walt,1883-03-27,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00706.html,
Not,2522,O'Connor; William D.,Whitman; Walt,1883-03-27,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05694.html,
Whitman,2523,Whitman; Walt,Burroughs; John,1883-03-27,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00757.html,
Whitman,2524,Whitman; Walt,O'Connor; William D.,1883-03-29,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00486.html,
Whitman,2525,Whitman; Walt,Burroughs; John,1883-03-29,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00681.html,
Whitman,2526,Whitman; Walt,O'Connor; William D.,1883-03-31,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00487.html,
Not,2527,O'Connor; William D.,Whitman; Walt,1883-04-01,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05693.html,
Not,2528,O'Connor; William D.,Whitman; Walt,1883-04-04,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00707.html,
Whitman,2529,Whitman; Walt,O'Connor; William D.,1883-04-05,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00488.html,
Not,2530,O'Connor; William D.,Whitman; Walt,1883-04-08,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03283.html,
Not,2531,O'Connor; William D.,Whitman; Walt,1883-04-09,,,,,,,,
Whitman,2532,Whitman; Walt,Stafford; Susan,1883-04-12,"Camden, NJ",39.94525146,-75.119133,"Kirkwood, NJ",39.83081818,-74.99189758,https://whitmanarchive.org/biography/correspondence/tei/loc.03912.html,
Whitman,2533,Whitman; Walt,Kennedy; William Sloane,1883-04-13,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/duk.00772.html,
Whitman,2534,Whitman; Walt,O'Connor; William D.,1883-04-14,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00489.html,
Whitman,2535,Whitman; Walt,Gilchrist; Herbert,1883-04-15,"Kirkwood, NJ",39.83081818,-74.99189758,"London, GBR",51.50642014,-0.127210006,https://whitmanarchive.org/biography/correspondence/tei/upa.00076.html,
Not,2536,O'Connor; William D.,Whitman; Walt,1883-04-17,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/syr.00031.html,
Whitman,2537,Whitman; Walt,Knortz; Karl,1883-04-20,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00693.html,
Not,2538,Davis; V. D. ,Whitman; Walt,1883-04-26,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.01436.html,
Not,2539,Gilchrist; Herbert,Whitman; Walt,1883-04-29,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05696.html,
Not,2540,Maginnis; Craig,Whitman; Walt,1883-04-30,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03258.html,
Not,2541,Gilchrist; Anne,Whitman; Walt,1883-05-06,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05697.html,
Not,2542,Bucke; Richard Maurice,Whitman; Walt,1883-05-09,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00708.html,
Not,2543,Burroughs; John,Whitman; Walt,1883-05-20,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/syr.00030.html,
Not,2544,O'Connor; William D.,Whitman; Walt,1883-05-23,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00568.html,
Whitman,2545,Whitman; Walt,Kennedy; William Sloane,1883-05-26,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/duk.00773.html,
Whitman,2546,Whitman; Walt,Gilchrist; Anne,1883-05-27,"Camden, NJ",39.94525146,-75.119133,"London, GBR",51.50642014,-0.127210006,https://whitmanarchive.org/biography/correspondence/tei/pml.00056.html,
Not,2547,Bucke; Richard Maurice,Whitman; Walt,1883-05-28,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00709.html,
Whitman,2548,Whitman; Walt,Kennedy; William Sloane,1883-05-31,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/duk.00774.html,
Not,2549,Bucke; Richard Maurice,Whitman; Walt,1883-06-02,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00710.html,
Not,2550,Gilder; Richard Watson,Whitman; Walt,1883-06-07,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.02222.html,
Not,2551,Bartlett; T.H.,Whitman; Walt,1885-06-08,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05125.html,
Whitman,2552,Whitman; Walt,O'Connor; William D.,1883-06-13,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00490.html,
Not,2553,Ford; Elizabeth,Whitman; Walt,1883-06-13,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.02092.html,
Not,2554,Johnston; John H.,Whitman; Walt,1883-06-13,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.02560.html,
Not,2555,O'Connor; William D.,Whitman; Walt,1883-06-15,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/syr.00025.html,
Not,2556,Heyde; Hannah,Whitman; Walt,1883-06-16,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.00752.html,
Whitman,2557,Whitman; Walt,Gilder; Joseph B.,1883-06-18,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/uva.00447.html,
Whitman,2558,Whitman; Walt,O'Connor; William D.,1883-06-18,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00491.html,
Whitman,2559,Whitman; Walt,Knortz; Karl,1883-06-19,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/uva.00448.html,
Not,2560,Boyle; Arthur,Whitman; Walt,1883-06-20,,,,,,,,
Whitman,2561,Whitman; Walt,Knortz; Karl,1883-06-21,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03187.html,
Not,2562,Thayer; William Roscoe,Whitman; Walt,1883-06-26,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.04278.html,
Whitman,2563,Whitman; Walt,O'Connor; William D.,1883-06-27,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00492.html,
Not,2564,O'Connor; William D.,Whitman; Walt,1883-07-12,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05140.html,
Not,2565,Heyde; Hannah,Whitman; Walt,1883-07-14,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.00670.html,
Whitman,2566,Whitman; Walt,O'Connor; William D.,1883-07-20,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00493.html,
Not,2567,O'Connor; William D.,Whitman; Walt,1883-07-20,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03294.html,
Not,2568,Swinton; John,Whitman; Walt,1883-07-20,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.04765.html,
Whitman,2569,Whitman; Walt,Tertio-millenial Anniversary Association at Santa Fe; New Mexico,1883-07-20,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00660.html,
Not,2570,Gilchrist; Anne,Whitman; Walt,1883-07-30,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05695.html,
Whitman,2571,Whitman; Walt,Stafford; Susan,1883-08-06,Germantown,39.18257141,-77.2703476,"Kirkwood, NJ",39.83081818,-74.99189758,https://whitmanarchive.org/biography/correspondence/tei/loc.03913.html,
Whitman,2572,Whitman; Walt,O'Connor; William D.,1883-08-14,Germantown,39.18257141,-77.2703476,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00495.html,
Not,2573,O'Connor; William D.,Whitman; Walt,1883-08-17,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03295.html,
Not,2574,Burroughs; John,Whitman; Walt,1883-08-17,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.01147.html,
Whitman,2575,Whitman; Walt,Pease; Edward R.,1883-08-21,"Camden, NJ",39.94525146,-75.119133,"London, GBR",51.50642014,-0.127210006,https://whitmanarchive.org/biography/correspondence/tei/uva.00449.html,
Whitman,2576,Whitman; Walt,Burroughs; John,1883-08-21,"Germantown, PHil., PA",40.89651108,-77.83875275,"Esopus, NY",41.82672119,-73.9679718,https://whitmanarchive.org/biography/correspondence/tei/loc.01139.html,
Not,2577,Scribner; Charles' Sons,Whitman; Walt,1883-08-22,,,,,,,,
Whitman,2578,Whitman; Walt,Scribner; Charles' Sons,1883-08-25,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/pru.00002.html,
Whitman,2579,Whitman; Walt,Johnston; John H.,1883-08-28,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/uva.00450.html,
Whitman,2580,Whitman; Walt,O'Connor; William D.,1883-08-29,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00496.html,
Whitman,2581,Whitman; Walt,Stafford; Harry,1883-09-04,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00661.html,
Whitman,2582,Whitman; Walt,Nicholson; Thomas,1883-09-05,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/duk.00777.html,
Whitman,2583,Whitman; Walt,O'Connor; William D.,1883-09-06,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00497.html,
Not,2584,Bucke; Richard Maurice,Whitman; Walt,1883-09-09,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05146.html,
Whitman,2585,Whitman; Walt,Knortz; Karl,1883-09-11,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/uva.00451.html,
Whitman,2586,Whitman; Walt,O'Connor; William D.,1883-09-13,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00498.html,
Not,2587,Knortz; Karl,Whitman; Walt,1883-09-14,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/yal.00376.html,
Whitman,2588,Whitman; Walt,O'Connor; William D.,1883-09-17,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00499.html,
Not,2589,O'Connor; William D.,Whitman; Walt,1883-09-18,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/syr.00027.html,
Whitman,2590,Whitman; Walt,O'Connor; William D.,1883-09-19,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00500.html,
Not,2591,Burroughs; John,Whitman; Walt,1883-09-21,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.01473.html,
Not,2592,O'Connor; William D.,Whitman; Walt,1883-09-22,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05149.html,
Not,2593,Eldridge; Charles W.,Whitman; Walt,1883-09-22,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/yal.00293.html,
Not,2594,Bucke; Richard Maurice,Whitman; Walt,1883-09-23,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05150.html,
Not,2595,O'Connor; William D.,Whitman; Walt,1883-09-24,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03296.html,
Whitman,2596,Whitman; Walt,O'Connor; William D.,1883-09-25,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00501.html,
Not,2597,Rolleston; T.W.H.,Whitman; Walt,1883-09-27,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05148.html,
Whitman,2598,Whitman; Walt,O'Connor; William D.,1883-09-30,"Ocean Grove, NJ",40.17039871,-74.03320313,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00502.html,
Not,2599,Rolleston; T.W.H.,Whitman; Walt,1883-09-30,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03541.html,
Whitman,2600,Whitman; Walt,Burroughs; John,1883-10-01,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00657.html,
Not,2601,Rolleston; T.W.H.,Whitman; Walt,1883-10-13,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03542.html,
Whitman,2602,Whitman; Walt,Bartlett; Truman Howe,1883-10-14,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/har.00049.html,
Not,2603,Scovel; James Matlack,Whitman; Walt,1883-10-15,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/duk.00114.html,
Not,2604,Heyde; Charles L.,Whitman; Walt,1883-10-18,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/duk.00394.html,
Not,2605,Burroughs; John,Whitman; Walt,1883-10-18,,,,,,,,
Whitman,2606,Whitman; Walt,Stafford; Harry,1883-10-22,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03999.html,
Not,2607,Macdonald; T.F.,Whitman; Walt,1883-11-17,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/syr.00012.html,
Not,2608,Burroughs; John,Whitman; Walt,1883-11-18,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/syr.00009.html,
Not,2609,Whitman; H.N.,Whitman; Walt,1883-11-20,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.04620.html,
Not,2610,Rolleston; T.W.H.,Whitman; Walt,1883-11-22,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/syr.00017.html,
Not,2611,Riley; Emma,Whitman; Walt,1883-11-23,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03630.html,
Whitman,2612,Whitman; Walt,Gilder; Jeannette L. and Joseph B.,1883-11-23,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/mar.00001.html,
Not,2613,Stafford; Harry,Whitman; Walt,1883-11-28,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03915.html,
Not,2614,Alden; Henry M.,Whitman; Walt,1883-11-30,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.05121.html,
Whitman,2615,Whitman; Walt,Stafford; George and Susan,1883-12-01,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.03914.html,
Whitman,2616,Whitman; Walt,Donaldson; Thomas,1883-12-02,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00804.html,
Whitman,2617,Whitman; Walt,O'Connor; William D.,1883-12-03,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00503.html,
Whitman,2618,Whitman; Walt,Stafford; Harry,1883-12-08,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/med.00666.html,
Whitman,2619,Whitman; Walt,Ford; Isabella,1883-12-08,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/nyp.00504.html,
Whitman,2620,Whitman; Walt,O'Connor; William D.,1883-12-09,"Camden, NJ",39.94525146,-75.119133,"Washington, D.C.",38.89036942,-77.03195953,https://whitmanarchive.org/biography/correspondence/tei/nyp.00508.html,
Whitman,2621,Whitman; Walt,Smith; Mary Whitall,1883-12-11,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/loc.01338.html,
Whitman,2622,Whitman; Walt,Baldwin; O.S.,1883-12-15,,,,,,,https://whitmanarchive.org/biography/correspondence/tei/uva.00452.html,
